co,d,h,idx,no2,o3,p,pm10,pm25,so2,t,timestamp,w
3,-9,93,469,27,4,1022,136,196,6,-8,1483426800,1
51,-9,93,450,66,1,1022,128,316,6,-8,1483426800,1
31,-9,93,463,35,2,1022,164,194,3,-8,1483426800,1
40,-9,93,457,43,1,1022,133,231,5,-8,1483426800,1
5,-9,93,462,50,1,1022,156,243,7,-8,1483426800,1
25,-9,93,466,30,1,1022,128,197,1,-8,1483426800,1
63,-9,93,477,73,5,1022,133,384,7,-8,1483426800,1
65,-9,93,474,34,3,1022,401,490,3,-8,1483426800,1
6,-9,93,479,79,1,1022,319,390,10,-8,1483426800,1
6,-9,93,478,72,2,1022,117,325,9,-8,1483426800,1
60,-9,93,476,84,1,1022,142,391,4,-8,1483426800,1
57,-9,93,467,30,1,1022,148,186,2,-8,1483426800,1
8,-9,93,480,70,2,1022,226,388,5,-8,1483426800,1
77,-9,93,460,76,3,1022,212,360,2,-8,1483426800,1
63,-9,93,461,68,2,1022,171,428,11,-8,1483426800,1
49,-9,93,454,50,3,1022,126,241,1,-8,1483426800,1
26,-9,93,456,36,3,1022,124,207,8,-8,1483426800,1
26,-9,93,464,33,3,1022,100,210,5,-8,1483426800,1
60,-9,93,458,59,1,1022,310,322,9,-8,1483426800,1
92,-9,93,473,68,1,1022,83,462,8,-8,1483426800,1
72,-9,93,459,78,3,1022,323,441,11,-8,1483426800,1
63,-9,93,455,64,3,1022,194,375,3,-8,1483426800,1
56,-9,93,453,50,2,1022,390,239,3,-8,1483426800,1
14,6,93,482,42,15,1026,97,191,10,7,1483426800,1
15,6,93,484,36,13,1026,91,186,10,7,1483426800,1
15,6,93,488,40,9,1026,90,179,9,7,1483426800,1
13,6,93,481,34,14,1026,89,187,9,7,1483426800,1
14,6,93,486,38,20,1026,98,197,12,7,1483426800,1
12,6,93,489,34,11,1026,98,187,12,7,1483426800,1
13,6,93,3304,22,26,1026,95,203,10,7,1483426800,1
14,6,93,483,44,10,1026,100,195,9,7,1483426800,1
16,6,93,485,43,9,1026,82,181,9,7,1483426800,1
14,6,93,487,43,10,1026,78,184,10,7,1483426800,1
14,6,93,490,42,12,1026,94,189,15,7,1483426800,1
15,16,88,931,29,5,1019,138,198,4,18,1483423200,1
11,16,88,916,62,3,1019,89,163,5,18,1483423200,1
16,16,88,924,40,17,1019,112,182,6,18,1483423200,1
12,15,78,3928,40,1,1019,71,157,4,19,1483426800,2
7,16,88,914,8,19,1019,50,99,3,18,1483423200,1
17,15,78,2572,63,1,1019,56,145,2,19,1483423200,2
8,15,78,2568,31,5,1019,72,163,5,19,1483426800,2
11,15,78,2571,63,1,1019,46,101,3,19,1483426800,2
7,16,88,921,5,21,1019,36,95,3,18,1483423200,1
15,16,88,928,35,2,1019,66,153,4,18,1483423200,1
6,16,88,926,19,22,1019,52,132,3,18,1483423200,1
12,16,83,920,17,1,1020,74,134,3,19,1483426800,2
10,16,88,925,35,2,1019,59,134,3,18,1483416000,1
11,16,83,927,52,11,1020,70,154,3,19,1483426800,2
11,16,83,922,18,21,1020,60,151,4,19,1483426800,2
8,15,78,2569,34,2,1019,61,120,5,19,1483426800,2
9,15,78,2567,43,7,1019,53,126,7,19,1483426800,2
38,-6,42,447,58,21,1025,168,294,8,6,1483372800,4
40,-6,42,449,52,21,1025,340,310,9,6,1483372800,4
38,-6,42,3303,57,21,1025,154,321,9,6,1483372800,4
50,-6,42,446,49,17,1025,156,317,9,6,1483372800,4
34,-6,42,448,51,1,1025,156,282,11,6,1483372800,4
38,-11,26,451,57,21,1025,154,322,9,8,1483369200,4
34,-6,42,452,60,19,1025,152,289,14,6,1483372800,4
21,-6,42,469,32,31,1025,120,194,8,6,1483372800,4
35,-6,42,450,53,23,1025,128,310,9,6,1483372800,4
29,-6,42,463,44,20,1025,134,231,10,6,1483372800,4
44,-6,42,457,54,17,1025,189,357,10,6,1483372800,4
21,-6,42,462,51,14,1025,76,183,11,6,1483372800,4
7,-6,42,466,22,25,1025,123,80,4,6,1483372800,4
37,-6,42,477,62,19,1025,133,317,13,6,1483372800,4
51,-6,42,474,50,16,1025,185,410,8,6,1483372800,4
43,-6,42,479,72,7,1025,332,332,13,6,1483372800,4
34,-6,42,478,63,18,1025,117,293,11,6,1483372800,4
39,-6,42,476,70,15,1025,142,314,8,6,1483372800,4
57,-6,42,467,22,25,1025,123,80,4,6,1483372800,4
43,-6,42,480,68,12,1025,290,352,5,6,1483372800,4
52,-6,42,460,61,15,1025,185,310,6,6,1483372800,4
43,-6,42,461,74,16,1025,171,395,11,6,1483372800,4
38,-6,42,454,43,26,1025,168,303,6,6,1483372800,4
28,-6,42,456,39,27,1025,298,304,14,6,1483372800,4
41,-6,42,464,61,21,1025,100,406,11,6,1483372800,4
38,-6,42,458,50,22,1025,286,276,23,6,1483372800,4
19,-6,42,473,37,22,1025,83,181,7,6,1483372800,4
5,-6,42,459,58,19,1025,194,369,11,6,1483372800,4
47,-6,42,455,61,17,1025,263,352,9,6,1483372800,4
26,-6,42,453,37,20,1025,390,254,8,6,1483372800,4
12,10,77,482,28,15,1023,81,177,13,14,1483369200,4
15,10,77,484,54,8,1023,94,192,15,14,1483369200,4
14,10,77,488,26,15,1023,70,168,13,14,1483369200,4
18,10,77,481,35,7,1023,95,184,20,14,1483369200,4
15,10,77,486,41,12,1023,85,187,18,14,1483369200,4
11,10,77,489,33,10,1023,84,178,19,14,1483369200,4
14,10,77,3304,37,12,1023,79,176,12,14,1483372800,3
14,10,77,483,37,10,1023,79,181,12,14,1483369200,4
14,10,77,485,29,11,1023,76,173,13,14,1483369200,4
17,10,77,487,39,17,1023,88,182,18,14,1483369200,4
13,10,77,490,32,12,1023,73,171,18,14,1483369200,4
6,17,65,931,10,77,1018,32,82,7,24,1483369200,2
9,17,65,916,29,62,1018,64,172,5,24,1483369200,2
8,17,65,924,10,76,1018,51,72,5,24,1483369200,2
7,16,61,3928,41,22,1018,62,119,10,24,1483369200,5
7,17,65,914,10,50,1018,50,82,5,24,1483369200,2
9,16,61,2572,68,5,1018,36,80,6,24,1483369200,5
6,16,61,2568,33,16,1018,58,105,8,24,1483369200,5
6,16,61,2570,52,8,1018,42,93,5,24,1483369200,5
6,16,61,2571,37,23,1018,20,39,1,24,1483369200,5
8,17,65,921,11,47,1018,42,95,6,24,1483369200,2
9,17,65,928,7,55,1018,30,55,5,24,1483369200,2
5,17,65,926,12,51,1018,33,91,5,24,1483369200,2
12,17,65,920,21,29,1018,70,161,5,24,1483369200,2
8,15,54,925,20,46,1020,53,93,4,25,1483358400,3
10,17,65,927,20,54,1018,53,161,5,24,1483369200,2
8,17,65,922,18,59,1018,50,97,11,24,1483369200,2
2,16,61,2569,44,31,1018,20,28,9,24,1483369200,5
8,16,61,2566,6,62,1018,48,90,7,24,1483369200,5
6,16,61,2567,37,23,1018,35,72,17,24,1483369200,5
56,-9,86,449,72,3,1024,262,414,3,-7,1483408800,1
51,-9,86,447,55,1,1024,265,374,1,-7,1483408800,1
6,-9,86,3303,65,5,1024,276,363,7,-7,1483408800,1
65,-9,86,446,68,1,1024,175,320,16,-7,1483408800,1
47,-9,86,448,72,1,1024,170,327,13,-7,1483408800,1
59,-9,86,452,77,3,1024,154,310,7,-7,1483408800,1
54,-9,86,451,65,5,1024,276,402,7,-7,1483408800,1
35,-9,86,469,31,5,1024,136,262,11,-7,1483408800,1
57,-9,86,450,75,2,1024,128,343,9,-7,1483408800,1
33,-9,86,463,24,1,1024,164,274,22,-7,1483408800,1
60,-9,86,457,65,1,1024,133,299,9,-7,1483408800,1
46,-9,86,462,63,2,1024,156,314,9,-7,1483408800,1
25,-9,86,466,23,6,1024,128,206,3,-7,1483408800,1
61,-9,86,477,70,5,1024,133,444,3,-7,1483408800,1
64,-9,86,474,42,3,1024,319,463,5,-7,1483408800,1
65,-9,86,479,76,1,1024,327,460,8,-7,1483408800,1
52,-9,86,478,69,4,1024,117,343,9,-7,1483408800,1
60,-9,86,476,83,1,1024,142,421,4,-7,1483408800,1
57,-9,86,467,32,4,1024,148,249,3,-7,1483408800,1
66,-9,86,480,72,2,1024,200,394,6,-7,1483408800,1
64,-9,86,460,80,3,1024,242,367,2,-7,1483408800,1
63,-9,86,461,75,1,1024,171,451,11,-7,1483408800,1
58,-9,86,454,50,3,1024,126,244,4,-7,1483408800,1
38,-9,86,456,50,1,1024,124,292,9,-7,1483408800,1
34,-9,86,464,35,6,1024,100,270,6,-7,1483408800,1
66,-9,86,458,63,2,1024,270,416,11,-7,1483408800,1
83,-9,86,473,84,1,1024,83,465,7,-7,1483408800,1
69,-9,86,459,76,2,1024,400,456,9,-7,1483408800,1
61,-9,86,455,72,3,1024,300,430,4,-7,1483408800,1
64,-9,86,453,54,2,1024,390,279,3,-7,1483408800,1
9,7,93,482,18,34,1026,61,159,8,8,1483408800,3
9,7,93,484,17,32,1026,70,167,8,8,1483408800,3
8,7,93,488,17,29,1026,56,153,6,8,1483408800,3
7,7,93,481,10,37,1026,60,156,5,8,1483408800,3
9,7,93,486,16,37,1026,63,160,8,8,1483408800,3
6,7,93,489,14,30,1026,60,157,9,8,1483408800,3
8,7,93,3304,13,32,1026,62,163,6,8,1483408800,3
8,7,93,483,13,30,1026,61,158,6,8,1483408800,3
10,7,93,485,16,34,1026,58,155,7,8,1483408800,3
8,7,93,487,13,36,1026,60,157,7,8,1483408800,3
8,7,93,490,18,32,1026,55,153,11,8,1483408800,3
14,17,94,931,47,5,1019,133,190,5,18,1483408800,1
12,17,94,916,70,4,1019,75,153,8,18,1483408800,1
15,17,94,924,51,11,1019,88,162,5,18,1483408800,1
12,16,83,3928,50,1,1019,62,152,4,19,1483408800,2
7,17,94,914,16,19,1019,43,97,4,18,1483408800,1
12,16,83,2572,64,0,1019,60,151,6,19,1483405200,2
8,16,83,2568,39,7,1019,53,139,5,19,1483408800,2
14,16,83,2570,60,0,1019,57,150,7,19,1483408800,2
11,16,83,2571,44,1,1019,33,75,3,19,1483408800,2
7,17,94,921,4,22,1019,39,97,3,18,1483408800,1
15,17,94,928,35,2,1019,59,151,4,18,1483408800,1
7,17,94,926,15,24,1019,56,127,3,18,1483408800,1
11,17,94,920,20,1,1019,81,149,4,18,1483408800,1
9,17,94,925,43,6,1020,56,129,3,18,1483401600,2
12,17,94,927,50,11,1019,66,151,3,18,1483408800,1
7,17,94,922,14,25,1019,43,99,5,18,1483408800,1
7,16,83,2569,36,2,1019,57,102,5,19,1483408800,2
8,16,83,2566,4,21,1019,23,73,4,19,1483408800,2
8,16,83,2567,41,12,1019,44,108,7,19,1483408800,2
63,-8,48,449,63,4,1027,340,408,3,2,1483351200,3
9,-8,48,447,55,3,1027,182,211,6,2,1483351200,3
6,-8,48,3303,17,18,1027,359,61,5,2,1483351200,3
23,-8,48,446,17,14,1027,479,61,7,2,1483351200,3
8,-8,48,448,24,1,1027,137,61,5,2,1483351200,3
10,-8,48,452,34,8,1027,286,89,11,2,1483351200,3
6,-8,48,451,17,18,1027,359,57,5,2,1483351200,3
4,-8,48,469,4,30,1027,225,50,3,2,1483351200,3
6,-8,48,450,19,18,1027,415,74,9,2,1483351200,3
8,-8,48,463,14,18,1027,413,55,7,2,1483351200,3
13,-8,48,457,22,11,1027,504,76,7,2,1483351200,3
20,-8,48,462,22,11,1027,263,165,13,2,1483351200,3
24,-8,48,466,23,7,1027,123,152,6,2,1483351200,3
53,-8,48,477,71,6,1027,133,421,7,2,1483351200,3
58,-8,48,474,38,5,1027,185,337,4,2,1483351200,3
71,-8,48,479,74,2,1027,332,449,6,2,1483351200,3
8,-8,48,478,23,14,1027,117,63,7,2,1483351200,3
7,-8,48,476,26,13,1027,142,74,4,2,1483351200,3
57,-8,48,467,20,9,1027,123,147,6,2,1483351200,3
6,-8,48,480,20,12,1027,290,57,1,2,1483351200,3
69,-8,48,460,50,3,1027,182,313,2,2,1483351200,3
10,-8,48,461,29,9,1027,143,177,7,2,1483351200,3
5,-8,48,454,11,24,1027,385,55,4,2,1483351200,3
67,-8,48,456,50,5,1027,298,391,5,2,1483351200,3
5,-8,48,464,10,26,1027,510,63,4,2,1483351200,3
64,-8,48,458,51,4,1027,286,349,2,2,1483351200,3
64,-8,48,459,50,4,1027,194,368,3,2,1483351200,3
69,-8,48,455,58,5,1027,263,403,2,2,1483351200,3
41,-8,48,453,57,5,1027,390,189,6,2,1483351200,3
14,11,88,482,38,6,1024,74,157,16,13,1483351200,5
10,11,88,484,33,6,1024,64,161,6,13,1483351200,5
15,11,88,481,33,3,1024,78,158,17,13,1483351200,5
15,11,88,486,43,7,1024,80,164,17,13,1483351200,5
11,11,88,489,36,4,1024,77,160,22,13,1483351200,5
13,11,88,3304,35,4,1024,57,162,10,13,1483351200,3
15,11,88,483,40,5,1024,57,161,14,13,1483351200,5
15,11,88,485,39,3,1024,79,158,12,13,1483351200,5
23,11,88,487,36,7,1024,70,154,21,13,1483351200,5
14,11,88,490,35,7,1024,67,154,23,13,1483351200,5
10,15,78,931,16,8,1022,82,156,4,19,1483351200,3
10,15,78,916,37,5,1022,74,147,4,19,1483351200,3
10,15,78,924,23,18,1022,60,119,5,19,1483351200,3
7,15,78,914,25,8,1022,40,78,12,19,1483351200,3
7,16,73,2572,35,8,1022,34,76,2,21,1483347600,2
6,15,64,2568,22,4,1022,31,70,5,22,1483351200,2
7,15,64,2570,48,3,1022,36,71,5,22,1483351200,2
6,15,64,2571,30,15,1022,29,55,2,22,1483351200,2
7,15,78,921,17,21,1022,31,74,9,19,1483351200,3
7,15,78,926,17,22,1022,59,129,5,19,1483351200,3
10,15,78,920,19,4,1022,61,102,4,19,1483351200,3
6,15,78,925,17,14,1022,48,144,3,19,1483351200,3
8,15,78,927,32,17,1022,53,112,3,19,1483351200,3
8,15,78,922,17,20,1022,36,80,3,19,1483351200,3
3,15,64,2569,21,16,1022,48,77,5,22,1483351200,2
8,15,64,2566,10,17,1022,25,47,5,22,1483351200,2
7,15,64,2567,36,10,1022,26,65,9,22,1483351200,2
6,-9,86,449,72,3,1023,262,351,5,-7,1483419600,1
64,-9,86,447,51,1,1023,314,396,1,-7,1483419600,1
64,-9,86,3303,66,5,1024,246,405,6,-7,1483416000,1
72,-9,86,446,72,1,1023,272,402,9,-7,1483419600,1
48,-9,86,448,65,1,1023,165,332,6,-7,1483419600,1
56,-9,86,452,76,3,1024,154,290,7,-7,1483416000,1
64,-9,86,451,66,5,1023,258,418,6,-7,1483419600,1
28,-9,86,469,26,7,1023,136,201,6,-7,1483419600,1
6,-9,86,450,71,2,1023,128,355,7,-7,1483419600,1
24,-9,86,463,33,2,1023,164,193,3,-7,1483419600,1
43,-9,86,457,48,1,1023,133,248,6,-7,1483419600,1
5,-9,86,462,58,1,1023,156,269,7,-7,1483419600,1
24,-9,86,466,23,4,1023,128,199,1,-7,1483419600,1
58,-9,86,477,61,5,1023,133,374,4,-7,1483419600,1
65,-9,86,474,32,3,1023,319,462,3,-7,1483419600,1
57,-9,86,479,72,1,1023,319,330,9,-7,1483419600,1
6,-9,86,478,73,3,1023,117,355,7,-7,1483419600,1
56,-9,86,476,78,1,1023,142,365,4,-7,1483419600,1
57,-9,86,467,28,3,1023,148,193,2,-7,1483419600,1
74,-9,86,480,75,2,1023,226,402,6,-7,1483419600,1
80,-9,86,460,72,3,1023,252,376,3,-7,1483419600,1
69,-9,86,461,69,2,1023,171,445,9,-7,1483419600,1
38,-9,86,454,47,3,1023,126,226,2,-7,1483419600,1
32,-9,86,456,42,1,1023,124,243,6,-7,1483419600,1
3,-9,86,464,27,7,1023,100,209,5,-7,1483419600,1
55,-9,86,458,57,1,1023,310,331,9,-7,1483419600,1
89,-9,86,473,67,1,1023,83,462,7,-7,1483419600,1
75,-9,86,459,73,3,1023,377,468,10,-7,1483419600,1
57,-9,86,455,63,3,1023,300,326,3,-7,1483419600,1
56,-9,86,453,50,2,1023,390,248,3,-7,1483419600,1
13,7,93,482,25,31,1026,87,189,10,8,1483416000,3
10,7,93,484,15,37,1026,73,172,8,8,1483416000,3
10,7,93,488,22,29,1026,62,175,7,8,1483416000,3
12,7,93,481,20,31,1026,86,180,10,8,1483416000,3
10,7,93,486,19,36,1026,64,179,9,8,1483416000,3
11,7,93,489,22,28,1026,89,179,13,8,1483416000,3
10,7,93,3304,19,31,1026,65,188,7,8,1483416000,3
9,7,93,483,19,29,1026,65,176,7,8,1483416000,3
13,7,93,485,31,24,1026,75,183,9,8,1483416000,3
9,7,93,487,14,35,1026,54,162,7,8,1483416000,3
10,7,93,490,24,33,1026,66,178,14,8,1483416000,3
17,15,78,931,42,4,1019,142,199,5,19,1483412400,2
13,16,88,916,63,3,1019,89,164,5,18,1483416000,1
15,16,88,924,46,11,1019,90,164,5,18,1483412400,2
10,16,83,3928,41,1,1019,61,150,4,19,1483416000,2
7,16,88,914,11,21,1019,50,93,3,18,1483412400,2
19,16,83,2572,61,0,1019,53,127,2,19,1483412400,2
8,16,83,2568,34,6,1019,54,134,5,19,1483416000,2
17,16,83,2570,50,0,1019,52,130,6,19,1483416000,2
11,16,83,2571,48,1,1019,28,66,3,19,1483416000,2
6,16,88,921,4,20,1019,37,93,3,18,1483416000,1
16,16,88,928,34,2,1019,59,142,4,18,1483416000,1
6,16,88,926,16,26,1019,50,112,4,18,1483416000,1
11,16,88,920,17,1,1019,70,137,3,18,1483416000,1
10,16,88,925,35,2,1019,59,134,3,18,1483416000,1
12,16,88,927,52,12,1019,70,153,3,18,1483412400,1
8,16,88,922,14,24,1019,44,102,4,18,1483412400,1
7,16,83,2569,31,2,1019,59,105,5,19,1483416000,2
8,16,83,2566,4,22,1019,25,74,4,19,1483416000,2
8,16,83,2567,31,20,1019,51,123,7,19,1483416000,2
6,-9,86,449,72,3,1023,262,351,5,-7,1483419600,1
64,-9,86,447,51,1,1023,314,396,1,-7,1483419600,1
64,-9,86,3303,66,5,1023,258,397,6,-7,1483419600,1
72,-9,86,446,72,1,1023,272,402,9,-7,1483419600,1
48,-9,86,448,65,1,1023,165,332,6,-7,1483419600,1
52,-9,86,452,72,3,1023,154,284,6,-7,1483419600,1
64,-9,86,451,66,5,1023,258,418,6,-7,1483419600,1
28,-9,86,469,26,7,1023,136,201,6,-7,1483419600,1
6,-9,86,450,71,2,1023,128,355,7,-7,1483419600,1
24,-9,86,463,33,2,1023,164,193,3,-7,1483419600,1
43,-9,86,457,48,1,1023,133,248,6,-7,1483419600,1
5,-9,86,462,58,1,1023,156,269,7,-7,1483419600,1
24,-9,86,466,23,4,1023,128,199,1,-7,1483419600,1
58,-9,86,477,61,5,1023,133,374,4,-7,1483419600,1
65,-9,86,474,32,3,1023,319,462,3,-7,1483419600,1
57,-9,86,479,72,1,1023,319,330,9,-7,1483419600,1
6,-9,86,478,73,3,1023,117,355,7,-7,1483419600,1
56,-9,86,476,78,1,1023,142,365,4,-7,1483419600,1
57,-9,86,467,28,3,1023,148,193,2,-7,1483419600,1
74,-9,86,480,75,2,1023,226,402,6,-7,1483419600,1
80,-9,86,460,72,3,1023,252,376,3,-7,1483419600,1
69,-9,86,461,69,2,1023,171,445,9,-7,1483419600,1
38,-9,86,454,47,3,1023,126,226,2,-7,1483419600,1
32,-9,86,456,42,1,1023,124,243,6,-7,1483419600,1
3,-9,86,464,27,7,1023,100,209,5,-7,1483419600,1
55,-9,86,458,57,1,1023,310,331,9,-7,1483419600,1
89,-9,86,473,67,1,1023,83,462,7,-7,1483419600,1
75,-9,86,459,73,3,1023,377,468,10,-7,1483419600,1
57,-9,86,455,63,3,1023,300,326,3,-7,1483419600,1
56,-9,86,453,50,2,1023,390,248,3,-7,1483419600,1
13,6,93,482,29,25,1026,93,193,11,7,1483419600,2
11,6,93,484,16,37,1026,81,177,9,7,1483419600,2
13,6,93,488,27,22,1026,88,183,9,7,1483419600,2
13,6,93,481,21,25,1026,95,190,10,7,1483419600,2
13,6,93,486,25,35,1026,98,193,12,7,1483419600,2
11,6,93,489,22,24,1026,93,191,15,7,1483419600,2
13,6,93,3304,22,26,1026,95,198,10,7,1483419600,2
13,6,93,483,22,27,1026,95,190,10,7,1483419600,2
15,6,93,485,36,15,1026,90,185,12,7,1483419600,2
12,6,93,487,18,36,1026,78,174,9,7,1483419600,2
13,6,93,490,28,26,1026,92,188,15,7,1483419600,2
16,16,88,931,36,4,1019,141,198,5,18,1483416000,1
13,16,88,916,63,3,1019,89,164,5,18,1483416000,1
15,16,88,924,45,13,1019,101,173,6,18,1483416000,1
12,16,83,3928,40,2,1018,65,153,3,19,1483419600,2
7,16,88,914,9,23,1019,54,102,3,18,1483416000,1
18,16,83,2572,60,0,1018,53,129,2,19,1483416000,2
8,16,83,2568,35,8,1018,61,154,5,19,1483419600,2
17,16,83,2570,45,0,1018,48,118,5,19,1483419600,2
11,16,83,2571,58,1,1018,48,111,3,19,1483419600,2
6,16,88,921,4,20,1019,37,93,3,18,1483416000,1
16,16,88,928,34,2,1019,59,142,4,18,1483416000,1
6,16,88,926,16,26,1019,50,112,4,18,1483416000,1
11,16,88,920,17,1,1019,70,137,3,18,1483416000,1
10,16,88,925,35,2,1019,59,134,3,18,1483416000,1
12,16,88,927,52,11,1019,69,153,3,18,1483416000,1
9,16,88,922,14,22,1019,52,122,3,18,1483416000,1
7,16,83,2569,31,2,1018,59,111,5,19,1483419600,2
8,16,83,2566,3,23,1018,25,74,4,19,1483419600,2
8,16,83,2567,25,20,1018,55,139,7,19,1483419600,2
59,-9,86,449,72,3,1024,262,381,4,-7,1483412400,1
60,-9,86,447,56,1,1024,314,405,1,-7,1483412400,1
60,-9,86,3303,68,5,1024,276,391,6,-7,1483412400,1
67,-9,86,446,72,1,1024,199,359,12,-7,1483412400,1
51,-9,86,448,72,1,1024,165,332,10,-7,1483412400,1
51,-9,86,452,76,3,1024,154,296,8,-7,1483412400,1
65,-9,86,451,66,5,1024,272,412,6,-7,1483412400,1
23,-9,86,469,25,6,1024,136,214,5,-7,1483412400,1
57,-9,86,450,73,2,1024,128,343,9,-7,1483412400,1
22,-9,86,463,20,1,1024,164,210,5,-7,1483412400,1
60,-9,86,457,63,1,1024,133,300,9,-7,1483412400,1
46,-9,86,462,61,2,1024,156,315,8,-7,1483412400,1
21,-9,86,466,22,7,1024,128,203,2,-7,1483412400,1
61,-9,86,477,68,5,1024,133,400,4,-7,1483412400,1
60,-9,86,474,38,3,1024,319,461,5,-7,1483412400,1
68,-9,86,479,75,1,1024,319,450,8,-7,1483412400,1
52,-9,86,478,71,4,1024,117,352,9,-7,1483412400,1
55,-9,86,476,79,1,1024,142,329,5,-7,1483412400,1
57,-9,86,467,29,4,1024,148,216,2,-7,1483412400,1
75,-9,86,480,70,2,1024,226,407,6,-7,1483412400,1
73,-9,86,460,78,3,1024,238,367,3,-7,1483412400,1
61,-9,86,461,75,1,1024,171,446,12,-7,1483412400,1
47,-9,86,454,41,3,1024,126,238,3,-7,1483412400,1
4,-9,86,456,53,1,1024,124,273,7,-7,1483412400,1
31,-9,86,464,36,5,1024,100,251,6,-7,1483412400,1
64,-9,86,458,70,2,1024,310,444,7,-7,1483412400,1
90,-9,86,473,74,1,1024,83,464,6,-7,1483412400,1
69,-9,86,459,72,2,1024,409,461,7,-7,1483412400,1
59,-9,86,455,70,3,1024,300,364,4,-7,1483412400,1
60,-9,86,453,53,2,1024,390,264,3,-7,1483412400,1
11,8,93,482,25,31,1026,74,173,10,9,1483412400,3
9,8,93,484,14,37,1026,73,169,8,9,1483412400,3
10,8,93,488,22,29,1026,56,158,7,9,1483412400,3
10,8,93,481,15,31,1026,70,161,7,9,1483412400,3
10,8,93,486,19,36,1026,64,164,9,9,1483412400,3
8,8,93,489,22,28,1026,72,161,11,9,1483412400,3
8,8,93,3304,13,33,1026,61,178,6,9,1483412400,3
10,8,93,483,19,29,1026,65,162,7,9,1483412400,3
13,8,93,485,31,24,1026,75,166,9,9,1483412400,3
9,8,93,487,14,35,1026,54,153,7,9,1483412400,3
10,8,93,490,21,33,1026,66,160,12,9,1483412400,3
16,16,88,931,47,4,1019,138,195,4,18,1483408800,2
13,16,88,916,67,3,1019,89,164,5,18,1483412400,2
15,16,88,924,46,11,1019,90,164,5,18,1483412400,2
12,16,83,3928,47,1,1019,65,151,4,19,1483412400,2
7,16,88,914,11,21,1019,50,93,3,18,1483412400,2
18,16,83,2572,60,0,1019,56,137,3,19,1483408800,2
8,16,83,2568,34,6,1019,54,122,5,19,1483412400,2
12,16,83,2570,56,0,1019,57,151,7,19,1483412400,2
11,16,83,2571,45,1,1019,27,65,2,19,1483412400,2
7,16,88,921,4,20,1019,38,95,3,18,1483412400,2
16,16,88,928,34,2,1019,57,139,4,18,1483412400,2
6,16,88,926,15,26,1019,53,117,4,18,1483412400,2
11,16,88,920,18,1,1019,70,142,3,18,1483412400,2
9,17,94,925,43,6,1020,56,129,3,18,1483401600,2
12,16,88,927,57,11,1019,66,153,3,18,1483412400,2
8,16,88,922,15,24,1019,42,102,4,18,1483412400,2
7,16,83,2569,36,2,1019,59,106,5,19,1483412400,2
8,16,83,2566,4,19,1019,22,71,4,19,1483412400,2
8,16,83,2567,31,20,1019,48,117,7,19,1483412400,2
26,-7,69,449,53,9,1025,340,245,5,-2,1483383600,1
28,-7,69,447,63,4,1025,168,222,5,-2,1483383600,1
24,-7,69,3303,51,10,1025,154,229,8,-2,1483383600,1
40,-7,69,446,40,11,1025,156,237,8,-2,1483383600,1
24,-7,69,448,43,1,1025,156,223,8,-2,1483383600,1
24,-7,69,452,49,13,1025,152,207,9,-2,1483383600,1
27,-7,69,451,51,10,1025,154,213,7,-2,1483383600,1
30,-7,69,469,44,13,1025,136,260,7,-2,1483383600,1
21,-7,69,450,41,17,1025,128,193,7,-2,1483383600,1
30,-7,69,463,48,10,1025,135,236,9,-2,1483383600,1
32,-7,69,457,47,9,1025,133,272,8,-2,1483383600,1
40,-7,69,462,86,1,1025,139,292,14,-2,1483383600,1
39,-7,69,466,83,1,1025,176,312,7,-2,1483383600,1
28,-7,69,477,60,9,1025,133,252,11,-2,1483383600,1
6,-7,69,474,61,3,1025,275,436,5,-2,1483383600,1
33,-7,69,479,65,4,1025,332,271,12,-2,1483383600,1
23,-7,69,478,53,11,1025,117,208,8,-2,1483383600,1
29,-7,69,476,62,8,1025,142,254,6,-2,1483383600,1
57,-7,69,467,73,1,1025,171,293,7,-2,1483383600,1
28,-7,69,480,44,10,1025,290,202,1,-2,1483383600,1
52,-7,69,460,75,3,1025,163,310,3,-2,1483383600,1
34,-7,69,461,72,3,1025,171,319,10,-2,1483383600,1
31,-7,69,454,39,14,1025,126,254,3,-2,1483383600,1
19,-7,69,456,33,19,1025,298,254,9,-2,1483383600,1
30,-7,69,464,64,3,1025,100,295,15,-2,1483383600,1
30,-7,69,458,45,14,1025,286,282,12,-2,1483383600,1
6,-7,69,473,90,3,1025,83,368,6,-2,1483383600,1
39,-7,69,459,64,8,1025,149,333,13,-2,1483383600,1
30,-7,69,455,56,6,1025,263,256,8,-2,1483383600,1
35,-7,69,453,48,8,1025,390,297,3,-2,1483383600,1
9,9,82,482,39,11,1024,76,172,11,12,1483383600,4
10,9,82,484,40,10,1024,101,196,9,12,1483383600,4
10,8,77,488,39,6,1025,71,171,10,12,1483383600,5
12,9,82,481,36,7,1024,77,174,11,12,1483383600,4
13,8,77,486,49,8,1025,83,180,13,12,1483383600,5
6,8,77,489,34,9,1025,77,173,11,12,1483383600,5
10,8,77,3304,42,10,1025,83,175,9,12,1483383600,5
10,9,82,483,42,10,1024,83,179,9,12,1483383600,4
10,8,77,485,33,14,1025,70,167,10,12,1483383600,5
14,9,82,487,46,7,1024,82,178,15,12,1483383600,4
8,8,77,490,32,18,1025,70,167,15,12,1483383600,5
10,17,83,931,75,33,1019,118,186,15,20,1483383600,2
